Voltage,Current,Temperature,Capacity,StandardDeviation,DCResistance,MeanofVariables,StateofCharge
3.64694,-18.00122,23.97615,2.77911,17.2049283,-3.78E-05,2.46069,92.637
3.64626,-18.00122,23.97615,2.77862,17.20489141,-1.83E-05,2.4606425,92.62066667
3.64593,-18.00122,23.97615,2.7781,17.20486127,-3.78E-05,2.46069,92.60333333
3.64525,-18.00122,23.97615,2.7776,17.20482398,-1.89E-05,2.460645,92.58666667
3.64491,-18.00122,23.97615,2.77711,17.20479493,-2.78E-05,2.4606825,92.57033333
3.64441,-18.00122,23.97615,2.77661,17.20476178,-2.83E-05,2.4606825,92.55366667
3.6439,-18.00122,23.97615,2.7761,17.20472799,-2.78E-05,2.4606825,92.53666667
3.6434,-18.00122,23.97615,2.7756,17.20469486,-2.83E-05,2.4606825,92.52
3.64289,-18.00122,23.97615,2.77511,17.20466195,-2.78E-05,2.4606775,92.50366667
3.64239,-18.00122,23.97615,2.77461,17.20462884,-2.83E-05,2.4606775,92.487
3.64188,-18.00122,23.97615,2.7741,17.20459508,-2.83E-05,2.4606775,92.47
3.64137,-18.00122,23.97615,2.77361,17.2045622,-2.78E-05,2.4606725,92.45366667
3.64087,-18.00122,23.97615,2.77311,17.20452912,-2.83E-05,2.4606725,92.437
3.64036,-18.00122,23.97615,2.7726,17.2044954,-1.83E-05,2.4606725,92.42
3.64003,-18.00122,23.97615,2.77211,17.20446665,-2.83E-05,2.4607125,92.40366667
3.63952,-18.00122,23.97615,2.7716,17.20443294,-2.83E-05,2.4607125,92.38666667
3.63901,-18.00122,23.97615,2.7711,17.20439967,-2.78E-05,2.46071,92.37
3.63851,-18.00122,23.97615,2.77061,17.20436708,-1.89E-05,2.4607075,92.35366667
3.63817,-18.00122,23.97615,2.77011,17.20433771,-2.78E-05,2.4607475,92.337
3.63767,-18.00122,23.97615,2.76961,17.20430469,-2.83E-05,2.4607475,92.32033333
3.63716,-18.00122,23.97615,2.7691,17.20427103,-1.89E-05,2.4607475,92.30333333
3.63682,-18.00122,23.97615,2.76861,17.20424211,-2.78E-05,2.460785,92.287
3.63632,-18.00122,23.97615,2.76811,17.20420913,-2.83E-05,2.460785,92.27033333
3.63581,-18.00122,23.97615,2.7676,17.20417549,-1.89E-05,2.460785,92.25333333
3.63547,-18.00122,23.97615,2.76711,17.2041466,-2.78E-05,2.4608225,92.237
3.63497,-18.00122,23.97615,2.76661,17.20411364,0,2.4608225,92.22033333
3.63497,-18.00122,23.97615,2.76661,17.20411364,0.48071276,2.4608225,92.22033333
4.06715,-0.89904,23.76583,2.7761,11.51560854,-0.003370262,6.78946,92.53666667
4.06412,-0.89904,23.76583,2.7736,11.51537241,-0.002435932,6.7893275,92.45333333
4.06193,-0.89904,23.76583,2.77111,11.51507229,-0.001879783,6.7894025,92.37033333
4.06024,-0.89904,23.76583,2.76862,11.51473296,-0.001501602,6.7896025,92.28733333
4.05889,-0.89904,23.87099,2.76612,11.56604924,-0.001312511,6.81618,92.204
4.05771,-0.89904,23.87099,2.76363,11.56567075,-0.001123421,6.8165075,92.121
4.0567,-0.89904,23.87099,2.76113,11.56527703,-0.000747359,6.81688,92.03766667
4.05603,-0.89649,23.87099,2.75864,11.56429124,-0.00093433,6.8179725,91.95466667
4.05519,-0.89904,23.87099,2.75614,11.56445142,-0.000756362,6.81775,91.87133333
4.05451,-0.89904,23.87099,2.75365,11.56403382,-0.000556149,6.8182025,91.78833333
4.05401,-0.89904,23.97615,2.75116,11.6152975,-0.000756362,6.84499,91.70533333
4.05333,-0.89904,23.97615,2.74867,11.61488069,-0.000556149,6.8454425,91.62233333
4.05283,-0.89904,23.97615,2.74617,11.61444772,-0.000568885,6.8459425,91.539
4.05232,-0.89649,23.97615,2.74368,11.61345077,-0.000568885,6.847075,91.456
4.05181,-0.89649,24.0813,2.74118,11.66471961,-0.000556149,6.87386,91.37266667
4.05131,-0.89904,23.97615,2.73869,11.61315504,-0.000379257,6.8474325,91.28966667
4.05097,-0.89649,24.0813,2.73619,11.66384435,-0.000556149,6.8748975,91.20633333
4.05047,-0.89904,24.0813,2.7337,11.66398078,-0.000378181,6.8747575,91.12333333
4.05013,-0.89904,23.97615,2.7312,11.61183443,-0.000567272,6.84901,91.04
4.04962,-0.89904,23.97615,2.72871,11.61140513,-0.000367058,6.849505,90.957
4.04929,-0.89904,23.87099,2.72621,11.55926009,-0.000567272,6.8237575,90.87366667
4.04878,-0.89904,23.97615,2.72372,11.61053059,-0.000379257,6.8505425,90.79066667
4.04844,-0.89649,23.87099,2.72123,11.55781979,-0.000557731,6.8254275,90.70766667
4.04794,-0.89649,23.87099,2.71873,11.55738788,-0.000379257,6.8259275,90.62433333
4.0476,-0.89649,23.87099,2.71624,11.55694518,-0.000378181,6.826465,90.54133333
4.04726,-0.89904,23.87099,2.71374,11.55706886,-0.000556149,6.8263675,90.458
4.04676,-0.89904,23.87099,2.71125,11.55663931,-0.000379257,6.826865,90.375
4.04642,-0.89649,23.66067,2.70875,11.45224537,-0.000379257,6.7754625,90.29166667
4.04608,-0.89649,23.87099,2.70626,11.55518477,-0.000368102,6.82858,90.20866667
4.04575,-0.89649,23.76583,2.70377,11.50304642,-0.000567272,6.80283,90.12566667
4.04524,-0.89904,23.66067,2.70127,11.45149766,-0.000189628,6.7764,90.04233333
4.04507,-0.89649,23.76583,2.69998,11.50238632,0.001065385,6.8036075,89.99933333
4.04827,-3.00361,23.87099,2.69989,12.06048305,-0.005278135,6.30394,89.99633333
4.03243,-3.00106,23.87099,2.69981,12.06080427,-0.001742718,6.3006375,89.99366667
4.0272,-3.00106,23.87099,2.69973,12.06111914,-0.000729742,6.29935,89.991
4.02501,-3.00106,23.87099,2.69964,12.06124179,-0.000446509,6.298825,89.988
4.02367,-3.00106,23.87099,2.69956,12.06131276,-0.000283233,6.29851,89.98533333
4.02282,-3.00106,23.87099,2.69947,12.06135128,-0.00028014,6.29832,89.98233333
4.02198,-2.9985,23.87099,2.69939,12.060733,-0.00016994,6.29877,89.97966667
4.02147,-3.00106,23.87099,2.69931,12.06140968,-0.000223254,6.2980225,89.977
4.0208,-3.00106,23.87099,2.69923,12.06143858,-0.00016994,6.297875,89.97433333
4.02029,-3.00106,23.87099,2.69914,12.06145576,-0.000166608,6.29777,89.97133333
4.01979,-3.00106,23.87099,2.69906,12.06147398,-0.00016994,6.297665,89.96866667
4.01928,-3.00106,23.87099,2.69898,12.06149283,-0.000166608,6.2975575,89.966
4.01878,-3.00106,23.87099,2.69889,12.0615094,-0.00016994,6.297455,89.963
4.01827,-3.00106,23.87099,2.69881,12.06152826,-0.000113293,6.2973475,89.96033333
4.01793,-3.00106,23.87099,2.69873,12.06153642,-0.000166608,6.2972825,89.95766667
4.01743,-3.00106,23.87099,2.69864,12.061553,-0.000113293,6.29718,89.95466667
4.01709,-3.00106,23.87099,2.69856,12.06156117,-0.00016675,6.297115,89.952
4.01659,-2.9985,23.87099,2.69847,12.06091999,-0.000113293,6.2976525,89.949
4.01625,-3.00106,23.87099,2.69839,12.06158594,-0.00011339,6.2969475,89.94633333
4.01591,-2.9985,23.87099,2.69831,12.06093635,-0.00016675,6.2975225,89.94366667
4.01541,-2.9985,23.87099,2.69823,12.06095463,-5.66E-05,6.2974175,89.941
4.01524,-3.00106,23.87099,2.69814,12.06160819,-0.00016994,6.2967575,89.938
4.01473,-3.00106,23.87099,2.69806,12.0616271,-0.000113293,6.29665,89.93533333
4.01439,-3.00106,23.87099,2.69798,12.06163528,-5.33E-05,6.296585,89.93266667
4.01423,-3.00106,23.87099,2.69789,12.06163047,-0.000113293,6.2965675,89.92966667
4.01389,-3.00106,23.87099,2.69781,12.06163866,-0.000113293,6.2965025,89.927
4.01355,-3.00106,23.87099,2.69772,12.0616452,-0.000113293,6.29644,89.924
4.01321,-3.00106,23.87099,2.69764,12.0616534,-0.000109961,6.296375,89.92133333
4.01288,-3.00106,23.87099,2.69756,12.06166097,-5.66E-05,6.2963125,89.91866667
4.01271,-3.00106,23.87099,2.69747,12.06165679,-0.000113293,6.2962925,89.91566667
4.01237,-3.00106,23.87099,2.69739,12.061665,-0.000113293,6.2962275,89.913
4.01203,-3.00106,23.87099,2.69731,12.06167321,-5.33E-05,6.2961625,89.91033333
4.01187,-3.00106,23.87099,2.69723,12.06167006,-0.00011339,6.2961425,89.90766667
4.01153,-2.9985,23.87099,2.69714,12.06101892,-0.000113293,6.29672,89.90466667
4.01119,-3.00106,23.87099,2.69706,12.06168483,-5.67E-05,6.296015,89.902
4.01102,-2.9985,23.87099,2.69697,12.06102297,-0.000109961,6.296635,89.899
4.01069,-3.00106,23.87099,2.69689,12.06168825,-5.67E-05,6.2959325,89.89633333
4.01052,-2.9985,23.87099,2.69681,12.06102805,-0.000113293,6.29655,89.89366667
4.01018,-3.00106,23.87099,2.69673,12.06169397,-5.66E-05,6.295845,89.891
4.01001,-3.00106,23.87099,2.69664,12.0616898,-0.000113293,6.295825,89.888
4.00967,-3.00106,23.87099,2.69656,12.06169803,-5.33E-05,6.29576,89.88533333
4.00951,-3.00106,23.87099,2.69647,12.06169324,-5.66E-05,6.2957425,89.88233333
4.00934,-3.00106,23.87099,2.69639,12.06169073,-0.000113293,6.29572,89.87966667
4.009,-3.00106,23.87099,2.69631,12.06169897,-5.66E-05,6.295655,89.877
4.00883,-3.00106,23.87099,2.69622,12.06169481,-0.000113293,6.295635,89.874
4.00849,-3.00106,23.87099,2.69614,12.06170305,-5.33E-05,6.29557,89.87133333
4.00833,-3.00106,23.87099,2.69606,12.06169991,-5.66E-05,6.29555,89.86866667
4.00816,-3.00106,23.87099,2.69598,12.06169741,-0.000113293,6.2955275,89.866
4.00782,-3.00106,23.87099,2.69589,12.061704,-5.66E-05,6.295465,89.863
4.00765,-3.00106,23.87099,2.69581,12.06170151,-5.66E-05,6.2954425,89.86033333
4.00748,-3.00106,23.87099,2.69572,12.06169735,-0.000110055,6.2954225,89.85733333
4.00715,-2.9985,23.87099,2.69564,12.06104733,-5.66E-05,6.296,89.85466667
4.00698,-3.00106,23.87099,2.69556,12.06170248,-5.67E-05,6.2953375,89.852
4.00681,-2.9985,23.87099,2.69548,12.06104234,-5.67E-05,6.295955,89.84933333
4.00664,-2.9985,23.87099,2.69539,12.0610382,-0.000113293,6.295935,89.84633333
4.0063,-3.00106,23.87099,2.69531,12.0617041,-5.67E-05,6.29523,89.84366667
4.00613,-2.9985,23.87099,2.69523,12.06104397,-5.34E-05,6.2958475,89.841
4.00597,-2.9985,23.87099,2.69514,12.0610392,-5.66E-05,6.29583,89.838
4.0058,-3.00106,23.87099,2.69506,12.06169434,-5.66E-05,6.2951675,89.83533333
4.00563,-3.00106,23.87099,2.69498,12.06169186,-0.00011339,6.295145,89.83266667
4.00529,-2.9985,23.87099,2.69489,12.06104084,-5.66E-05,6.2957225,89.82966667
4.00512,-3.00106,23.87099,2.69481,12.06169599,-5.33E-05,6.29506,89.827
4.00496,-3.00106,23.87099,2.69472,12.06169121,-5.66E-05,6.2950425,89.824
4.00479,-3.00106,23.87099,2.69464,12.06168873,-5.67E-05,6.29502,89.82133333
4.00462,-2.9985,23.87099,2.69456,12.06102863,-5.66E-05,6.2956375,89.81866667
4.00445,-3.00106,23.87099,2.69447,12.06168211,-5.66E-05,6.2949775,89.81566667
4.00428,-3.00106,23.87099,2.69439,12.06167963,-5.66E-05,6.294955,89.813
4.00411,-3.00106,23.87099,2.69431,12.06167715,-5.66E-05,6.2949325,89.81033333
4.00394,-3.00106,23.87099,2.69422,12.06167302,-5.33E-05,6.2949125,89.80733333
4.00378,-3.00106,23.87099,2.69414,12.06166991,-5.66E-05,6.2948925,89.80466667
4.00361,-3.00106,23.87099,2.69406,12.06166743,-0.000113293,6.29487,89.802
4.00327,-3.00106,23.87099,2.69398,12.06167572,-5.66E-05,6.294805,89.79933333
4.0031,-3.00106,23.87099,2.69389,12.06167159,-5.66E-05,6.294785,89.79633333
4.00293,-3.00106,23.87099,2.69381,12.06166912,-5.67E-05,6.2947625,89.79366667
4.00276,-2.9985,23.87099,2.69373,12.06100904,-5.33E-05,6.29538,89.791
4.0026,-3.00106,23.87099,2.69364,12.06166189,-5.66E-05,6.2947225,89.788
4.00243,-3.00106,23.87099,2.69356,12.06165942,-5.66E-05,6.2947,89.78533333
4.00226,-3.00106,23.87099,2.69347,12.06165529,-5.66E-05,6.29468,89.78233333
4.00209,-3.00106,23.87099,2.69339,12.06165282,-5.66E-05,6.2946575,89.77966667
4.00192,-3.00106,23.87099,2.69331,12.06165036,-5.67E-05,6.294635,89.777
4.00175,-2.9985,23.87099,2.69323,12.06099029,-5.66E-05,6.2952525,89.77433333
4.00158,-3.00106,23.87099,2.69314,12.06164377,-5.33E-05,6.2945925,89.77133333
4.00142,-3.00106,23.87099,2.69306,12.06164067,-5.67E-05,6.2945725,89.76866667
4.00125,-2.9985,23.87099,2.69298,12.06098061,0,6.29519,89.766
4.00125,-3.00106,23.87099,2.69289,12.06162332,-0.000113293,6.2945725,89.763
4.00091,-3.00106,23.87099,2.69281,12.06163163,0,6.2945075,89.76033333
4.00091,-3.00106,23.87099,2.69273,12.06161839,-5.66E-05,6.2945275,89.75766667
4.00074,-3.00106,23.87099,2.69264,12.06161427,-5.66E-05,6.2945075,89.75466667
4.00057,-3.00106,23.87099,2.69256,12.06161181,-5.66E-05,6.294485,89.752
4.0004,-3.00106,23.87099,2.69248,12.06160936,-5.34E-05,6.2944625,89.74933333
4.00024,-2.9985,23.87099,2.69239,12.06094702,-5.67E-05,6.295085,89.74633333
4.00007,-2.9985,23.87099,2.69231,12.06094457,-5.66E-05,6.2950625,89.74366667
3.9999,-3.00106,23.87099,2.69222,12.06159804,-5.66E-05,6.2944025,89.74066667
3.99973,-3.00106,23.87099,2.69214,12.06159559,-5.67E-05,6.29438,89.738
3.99956,-2.9985,23.87099,2.69206,12.06093555,0,6.2949975,89.73533333
3.99956,-3.00106,23.87099,2.69197,12.06157824,-5.66E-05,6.29438,89.73233333
3.99939,-3.00106,23.87099,2.69189,12.06157579,-5.66E-05,6.2943575,89.72966667
3.99922,-3.00106,23.87099,2.69181,12.06157334,-5.33E-05,6.294335,89.727
3.99906,-3.00106,23.87099,2.69172,12.0615686,-5.66E-05,6.2943175,89.724
3.99889,-3.00106,23.87099,2.69164,12.06156615,0,6.294295,89.72133333
3.99889,-2.9985,23.87099,2.69164,12.06090857,-0.002191827,6.294935,89.72133333
3.98574,-5.99956,23.97615,2.69563,12.94704305,-0.002191827,5.566675,89.85433333
3.97259,-5.99956,23.97615,2.69546,12.94755693,-0.00078706,5.56343,89.84866667
3.96787,-5.997,23.97615,2.6953,12.94696685,-0.000476905,5.56293,89.84333333
3.96501,-5.997,23.97615,2.69513,12.94706136,-0.000338503,5.5622575,89.83766667
3.96298,-5.997,23.97615,2.69497,12.94712323,-0.00028014,5.56179,89.83233333
3.9613,-5.997,23.97615,2.6948,12.9471694,-0.000225113,5.5614125,89.82666667
3.95995,-5.997,23.97615,2.69463,12.94720203,-0.000225113,5.5611175,89.821
3.9586,-5.997,23.97615,2.69446,12.9472347,-0.000196765,5.5608225,89.81533333
3.95742,-5.997,23.97615,2.6943,12.94726174,-0.000196765,5.5605675,89.81
3.95624,-5.997,23.97615,2.69413,12.94728746,-0.000168418,5.560315,89.80433333
3.95523,-5.997,23.97615,2.69397,12.94730754,-0.000168418,5.5601025,89.799
3.95422,-5.997,23.97615,2.6938,12.94732628,-0.000168418,5.5598925,89.79333333
3.95321,-5.997,23.97615,2.69363,12.94734505,-0.000141738,5.5596825,89.78766667
3.95236,-5.997,23.97615,2.69347,12.94735858,-0.000168346,5.55951,89.78233333
3.95135,-5.99956,23.97615,2.6933,12.94813908,-0.000111723,5.55866,89.77666667
3.95068,-5.997,23.97615,2.69314,12.94738349,-0.00014007,5.5591725,89.77133333
3.94984,-5.997,23.97615,2.69297,12.9473953,-0.000141738,5.559005,89.76566667
3.94899,-5.997,23.97615,2.6928,12.94740753,-0.000111723,5.558835,89.76
3.94832,-5.997,23.87099,2.69263,12.89756043,-0.000111723,5.53242,89.75433333
3.94765,-5.997,23.87099,2.69247,12.89756626,-0.00011339,5.5322925,89.749
3.94697,-5.997,23.87099,2.6923,12.89757116,-0.000111723,5.532165,89.74333333
3.9463,-5.997,23.87099,2.69213,12.89757566,-0.000141677,5.53204,89.73766667
3.94545,-5.99956,23.87099,2.69197,12.89835172,-8.34E-05,5.5312275,89.73233333
3.94495,-5.997,23.87099,2.6918,12.89758646,-0.00011339,5.531785,89.72666667
3.94427,-5.997,23.87099,2.69164,12.89759275,-0.000111723,5.531655,89.72133333
3.9436,-5.997,23.87099,2.69147,12.89759729,-8.50E-05,5.53153,89.71566667
3.94309,-5.997,23.87099,2.6913,12.89759528,-0.000111723,5.531445,89.71
3.94242,-5.997,23.87099,2.69113,12.89759984,-8.50E-05,5.53132,89.70433333
3.94191,-5.997,23.87099,2.69096,12.89759784,-8.34E-05,5.531235,89.69866667
3.94141,-5.997,23.87099,2.6908,12.89759679,-0.00011339,5.53115,89.69333333
3.94073,-5.997,23.87099,2.69063,12.89760179,-8.34E-05,5.5310225,89.68766667
3.94023,-5.997,23.87099,2.69047,12.89760075,-8.50E-05,5.5309375,89.68233333
3.93972,-5.997,23.87099,2.6903,12.89759878,-8.34E-05,5.5308525,89.67666667
3.93922,-5.997,23.87099,2.69013,12.8975964,-8.50E-05,5.53077,89.671
3.93871,-5.99956,23.87099,2.68996,12.89835719,-8.34E-05,5.530045,89.66533333
3.93821,-5.997,23.87099,2.6898,12.89759343,-8.50E-05,5.5306,89.66
3.9377,-5.99956,23.87099,2.68963,12.89835422,-8.50E-05,5.529875,89.65433333
3.93719,-5.997,23.87099,2.68947,12.8975909,-5.50E-05,5.5304275,89.649
3.93686,-5.997,23.87099,2.6893,12.89758156,-8.50E-05,5.5303875,89.64333333
3.93635,-5.997,23.76583,2.68914,12.84774514,-8.33E-05,5.50401,89.638
3.93585,-5.99956,23.76583,2.68897,12.84850649,-8.50E-05,5.5032875,89.63233333
3.93534,-5.997,23.76583,2.6888,12.84774042,-5.67E-05,5.5038425,89.62666667
3.935,-5.99956,23.76583,2.68863,12.84849527,-5.50E-05,5.50316,89.621
3.93467,-5.997,23.76583,2.68846,12.84772189,-8.50E-05,5.50376,89.61533333
3.93416,-5.997,23.76583,2.6883,12.8477211,-5.67E-05,5.5036725,89.61
3.93382,-5.997,23.76583,2.68813,12.84771205,-8.34E-05,5.50363,89.60433333
3.93332,-5.997,23.76583,2.68797,12.84771086,-5.67E-05,5.503545,89.599
3.93298,-5.997,23.76583,2.6878,12.84770182,-8.50E-05,5.5035025,89.59333333
3.93247,-5.997,23.76583,2.68763,12.84769971,-5.50E-05,5.5034175,89.58766667
3.93214,-5.997,23.76583,2.68747,12.84769161,-5.67E-05,5.503375,89.58233333
3.9318,-5.997,23.76583,2.6873,12.84768258,-8.50E-05,5.5033325,89.57666667
3.93129,-5.997,23.76583,2.68714,12.84768183,-5.50E-05,5.503245,89.57133333
3.93096,-5.997,23.76583,2.68697,12.84767239,-5.67E-05,5.503205,89.56566667
3.93062,-5.997,23.76583,2.6868,12.84766337,-5.67E-05,5.5031625,89.56
3.93028,-5.997,23.76583,2.68664,12.8476557,-5.50E-05,5.5031175,89.55466667
3.92995,-5.997,23.76583,2.68647,12.84764628,-8.50E-05,5.5030775,89.549
3.92944,-5.997,23.76583,2.6863,12.84764421,-5.67E-05,5.5029925,89.54333333
3.9291,-5.997,23.76583,2.68614,12.84763655,-5.50E-05,5.5029475,89.538
3.92877,-5.997,23.76583,2.68596,12.84762579,-5.67E-05,5.50291,89.532
3.92843,-5.997,23.76583,2.6858,12.84761814,-5.67E-05,5.502865,89.52666667
3.92809,-5.99956,23.76583,2.68563,12.848373,-5.50E-05,5.5021825,89.521
3.92776,-5.997,23.76583,2.68547,12.84760109,-5.67E-05,5.50278,89.51566667
3.92742,-5.997,23.76583,2.6853,12.8475921,-5.67E-05,5.5027375,89.51
3.92708,-5.99956,23.76583,2.68513,12.84834697,-5.67E-05,5.502055,89.50433333
3.92674,-5.997,23.76583,2.68497,12.84757548,-2.67E-05,5.50265,89.499
3.92658,-5.997,23.76583,2.6848,12.84755915,-5.67E-05,5.5026525,89.49333333
3.92624,-5.997,23.76583,2.68464,12.84755152,-5.67E-05,5.5026075,89.488
3.9259,-5.99956,23.76583,2.68447,12.84830639,-5.67E-05,5.501925,89.48233333
3.92556,-5.997,23.76583,2.6843,12.84753358,-5.50E-05,5.5025225,89.47666667
3.92523,-5.997,23.76583,2.68414,12.84752555,-2.83E-05,5.50248,89.47133333
3.92506,-5.997,23.76583,2.68397,12.84750963,-5.67E-05,5.50248,89.46566667
3.92472,-5.997,23.76583,2.6838,12.84750067,-5.67E-05,5.5024375,89.46
3.92438,-5.997,23.76583,2.68364,12.84749306,-5.50E-05,5.5023925,89.45466667
3.92405,-5.997,23.76583,2.68347,12.8474837,-2.83E-05,5.5023525,89.449
3.92388,-5.997,23.76583,2.6833,12.84746779,-5.67E-05,5.5023525,89.44333333
3.92354,-5.997,23.87099,2.68313,12.89730041,-5.67E-05,5.5286,89.43766667
3.9232,-5.997,23.87099,2.68297,12.89729296,-5.50E-05,5.528555,89.43233333
3.92287,-5.997,23.87099,2.6828,12.89728376,-2.83E-05,5.528515,89.42666667
3.9227,-5.997,23.87099,2.68264,12.89726926,-5.67E-05,5.5285125,89.42133333
3.92236,-5.997,23.87099,2.68247,12.89726048,-2.83E-05,5.52847,89.41566667
3.92219,-5.99956,23.87099,2.6823,12.89800725,-5.50E-05,5.52783,89.41
3.92186,-5.997,23.87099,2.68214,12.8972368,-5.67E-05,5.5284275,89.40466667
3.92152,-5.99956,23.87099,2.68197,12.89799063,-2.83E-05,5.527745,89.399
3.92135,-5.99956,23.87099,2.6818,12.8979748,-5.67E-05,5.527745,89.39333333
3.92101,-5.99956,23.87099,2.68163,12.89796603,-2.83E-05,5.5277025,89.38766667
3.92084,-5.99956,23.87099,2.68147,12.89795155,-5.50E-05,5.5277,89.38233333
3.92051,-5.997,23.87099,2.6813,12.89717976,-2.83E-05,5.5283,89.37666667
3.92034,-5.99956,23.87099,2.68113,12.89792654,-5.67E-05,5.52766,89.371
3.92,-5.997,23.87099,2.68097,12.89715653,-2.83E-05,5.528255,89.36566667
3.91983,-5.997,23.87099,2.6808,12.8971407,-5.50E-05,5.528255,89.36
3.9195,-5.99956,23.87099,2.68063,12.89789414,-2.83E-05,5.527575,89.35433333
3.91933,-5.99956,23.87099,2.68047,12.89787967,-5.67E-05,5.5275725,89.349
3.91899,-5.997,23.87099,2.6803,12.89710832,-2.83E-05,5.52817,89.34333333
3.91882,-5.997,23.87099,2.68014,12.89709385,-2.83E-05,5.5281675,89.338
3.91865,-5.997,23.87099,2.67997,12.89707804,-5.50E-05,5.5281675,89.33233333
3.91832,-5.99956,23.87099,2.6798,12.89783149,-2.83E-05,5.5274875,89.32666667
3.91815,-5.99956,23.87099,2.67964,12.89781702,-5.67E-05,5.527485,89.32133333
3.91781,-5.99956,23.87099,2.67947,12.89780829,-2.83E-05,5.5274425,89.31566667
3.91764,-5.997,23.87099,2.6793,12.89702989,-2.83E-05,5.5280825,89.31
3.91747,-5.99956,23.87099,2.67913,12.89777668,0,5.5274425,89.30433333
3.91747,-5.99956,23.87099,2.67913,12.89777668,-0.004747852,5.5274425,89.30433333
3.8605,-11.99911,23.66067,2.68713,14.78874619,-0.000505871,3.9587325,89.571
3.85443,-11.99911,23.66067,2.68679,14.78873201,-0.000393363,3.9573,89.55966667
3.84971,-11.99911,23.66067,2.68646,14.78871605,-0.000379195,3.9562025,89.54866667
3.84516,-11.99911,23.66067,2.68613,14.78870006,-0.000295022,3.9551475,89.53766667
3.84162,-11.99911,23.66067,2.68579,14.78868105,-0.000252519,3.9543475,89.52633333
3.83859,-11.99911,23.66067,2.68546,14.78866175,-0.000210849,3.9536725,89.51533333
3.83606,-11.99911,23.66067,2.68512,14.78864049,-0.000225017,3.953125,89.504
3.83336,-11.99911,23.66067,2.6848,14.78862144,-0.000168346,3.95253,89.49333333
3.83134,-11.99911,23.66067,2.68446,14.78859903,-0.000196681,3.95211,89.482
3.82898,-11.99911,23.66067,2.68413,14.78857845,-0.000168346,3.9516025,89.471
3.82696,-11.99911,23.66067,2.68379,14.78855621,-0.000155011,3.9511825,89.45966667
3.8251,-11.99911,23.66067,2.68346,14.78853442,-0.000125843,3.9508,89.44866667
3.82359,-11.99911,23.66067,2.68313,14.78851169,-0.000155011,3.950505,89.43766667
3.82173,-11.99911,23.66067,2.68279,14.78848919,-0.000126676,3.950125,89.42633333
3.82021,-11.99911,23.66067,2.68246,14.78846659,-0.000111675,3.9498275,89.41533333
3.81887,-11.99911,23.66067,2.68213,14.78844351,-0.000140844,3.949575,89.40433333
3.81718,-11.99911,23.66067,2.68179,14.78842069,-0.000112508,3.9492375,89.393
3.81583,-11.99911,23.66067,2.68146,14.78839771,-0.000112508,3.9489825,89.382
3.81448,-11.99911,23.66067,2.68112,14.78837396,-9.83E-05,3.94873,89.37066667
3.8133,-11.99911,23.66067,2.6808,14.78835137,-9.83E-05,3.948515,89.36
3.81212,-11.99911,23.66067,2.68045,14.78832635,-9.83E-05,3.9483075,89.34833333
3.81094,-11.99911,23.66067,2.68013,14.78830381,-9.83E-05,3.9480925,89.33766667
3.80976,-11.99911,23.66067,2.67979,14.78827967,-8.42E-05,3.9478825,89.32633333
3.80875,-11.99911,23.66067,2.67946,14.78825584,-8.42E-05,3.9477125,89.31533333
3.80774,-11.99911,23.66067,2.67912,14.78823122,-9.83E-05,3.947545,89.304
3.80656,-11.99911,23.66067,2.6788,14.78820879,-7.00E-05,3.94733,89.29333333
3.80572,-11.99911,23.66067,2.67846,14.78818367,-8.42E-05,3.947205,89.282
3.80471,-11.99911,23.66067,2.67812,14.78815912,-8.42E-05,3.9470375,89.27066667
3.8037,-11.99911,23.66067,2.6778,14.78813622,-7.08E-05,3.946865,89.26
3.80285,-11.99911,23.66067,2.67746,14.7881112,-7.00E-05,3.9467375,89.24866667
3.80201,-11.99911,23.66067,2.67713,14.78808697,-8.42E-05,3.94661,89.23766667
3.801,-11.99911,23.66067,2.6768,14.78806332,-7.00E-05,3.94644,89.22666667
3.80016,-11.99911,23.66067,2.67647,14.78803913,-7.08E-05,3.9463125,89.21566667
3.79931,-11.99911,23.66067,2.67613,14.78801417,-7.00E-05,3.946185,89.20433333
3.79847,-11.99911,23.66067,2.67579,14.7879892,-5.58E-05,3.94606,89.193
3.7978,-11.99911,23.66067,2.67547,14.78796531,-7.08E-05,3.9459725,89.18233333
3.79695,-11.99911,23.66067,2.67513,14.78794041,-5.58E-05,3.945845,89.171
3.79628,-11.99911,23.66067,2.6748,14.78791573,-7.00E-05,3.94576,89.16
3.79544,-11.99911,23.66067,2.67446,14.78789082,-5.67E-05,3.945635,89.14866667
3.79476,-11.99911,23.66067,2.67412,14.78786538,-5.58E-05,3.94555,89.13733333
3.79409,-11.99911,23.66067,2.6738,14.78784156,-5.67E-05,3.9454625,89.12666667
3.79341,-11.99911,23.66067,2.67346,14.78781614,-5.58E-05,3.9453775,89.11533333
3.79274,-11.99911,23.66067,2.67313,14.78779153,-5.58E-05,3.9452925,89.10433333
3.79207,-11.99911,23.66067,2.67279,14.78776611,-5.67E-05,3.94521,89.093
3.79139,-11.99911,23.66067,2.67246,14.78774155,-5.58E-05,3.9451225,89.082
3.79072,-11.99911,23.66067,2.67213,14.78771696,-5.67E-05,3.9450375,89.071
3.79004,-11.99911,23.66067,2.67179,14.78769161,-5.58E-05,3.9449525,89.05966667
3.78937,-11.99911,23.66067,2.67147,14.78766787,-4.25E-05,3.944865,89.049
